tweet_text,sentiment
twitteruser geek win   build photoblog theme,1
lose many taiwanese drama not good xd wu chun ee,0
chillaxe really   yeah man hehe,1
omg miss bus walk mile coffee   go see ex classmate,0
twitteruser google quot;engagement rings&quot amp exact ring want.it 1st result   sigh love,1
twitteruser yup work away hard busy busy busy,0
twitteruser put societe generale china interesting stuff away much get fix,1
body not itch anymore,1
happy star wars day may 4th,1
love fact bank holiday monday stay bed,1
twitteruser italy greece   love italian man hehe ;),1
twitteruser heheï¿½i bet never look back   3 week long school trip,1
twitteruser look miss couple hour sorry let know next time,0
ie8 near 6 accord stat ff 3.0.10 adoption rate amaze,1
get home   buy twiggie toothbrush promise make tooth 60 clean,1
twitteruser nice,1
twitteruser love song like movie,1
twitteruser well yeah hormone thing basically give   thought misbehave specifically upset mom,0
twitteruser aha   mean take look look cool could get pool,1
twitteruser really good night ever,1
twitteruser little chair lift tonight would muchly appreciate,1
twitteruser go near hive tame,0
net net net   hmm bad weather weird summer,0
twitteruser haha photo funny hope not disturb passenger much flight,1
happy star wars day,1
hurray quot;summer time&quot start today mean work 4 pm instead 4.30 august yay,1
twitteruser congratulation   icehockey victory switzerland,1
go line rest day make progress game weekend twitteruser may not like,0
twitteruser twitteruser thank much,1
quot;the complete black books&quot arrive look forward entertaining tv night   dvd,1
love mondays many reason,1
star wars day not know thing   may force lt;3,1
create business us france look quiet easy,1
twitteruser reason wonder love,1
ken wilber realistic expectation integral wisdom   .very interesting   not mind video quality,1
twitteruser haha would cool brianna fly   haha,1
twitteruser video myspace funny.u run lot hahaha vote,1
twitteruser good see not lose sense humour   get well soon,1
hungover crazy night also bad book mother,0
welcome twitteruser since seem interested cheese hardly suggest follow twitteruser,1
twitteruser   hope today flow lot nice thing happen work come home happy,1
twitteruser impressed,1
twitteruser call high five   not miss hotshot xd,1
good morning guy   experimental chemistry test morning wish luck,1
twitteruser good question nepal pm declare resign actually resign two different thing,1
twitteruser good know not alone confusion,1
listen simply awesome ratatat bank holiday monday bbq later  ,1
great new directory babysitterdirectory come soon   directory twist   reveal next week,1
twitteruser seem like win win situation,1
okayy   read cause feel special haha,1
cry baby janes joplin munsay music not know wich shit day   today,0
cute watch matt play wii work,1
twitteruser not want leave secretly know australia twenty time well america,1
twitteruser haha sound like lizzie l get sister old like argh time,0
twitteruser wow see mr.b obsession,1
twitteruser aww post pic   bet look dead nice,1
ok 1st ginormous cup coffee monday look much better,1
twitteruser cool use live 5 house left place   always something go :p,1
good morning happy monday everyone,1
burn time wacha,0
twitteruser   question 140 character   one history 's great unanswered would say,1
twitteruser nice skillz nick   x love always marjorie amp jemimah sydney australia,1
omg himym one good show earth,1
twitteruser soon hope really need finish clone project get,1
sip oj sun san pedro la soberana sunny smiley nita   garlic tomato paste delicious yummy,1
twitteruser ok nice one cheer boss   like lack fcs today,1
twitteruser musicmonday agree excuse tweet music hour end,0
garden make picture weed sweep weather nice see l8ter people,1
twitteruser ooh cut like,1
think way god work tremendously amazing -- make possible get card holder lose back,1
twitteruser nice gimmeh nice stuff,1
twitteruser yes think safe say popularity level today always,1
twitteruser pretty well wide awake,1
get ready start work week.work 2 3 work 3 not bad   great one everybody,1
back weekend getaway energize another week bring lol,1
twitteruser congrat 4 a.m. every day since one month,1
twitteruser hey david wonder receive letter song malaysia please reply   nice day,1
happy bank holiday monday twitter bath time spring clean movie marathon lazy day,1
twitteruser   way many people indeed recognize chinese guy lol,1
twitteruser   twitteruser see later lovely lady   good amp love million   xx,1
little thing make love,1
twitteruser compliment take thank key,1
market whn go lower also problem go like wild bull also problem,0
twitteruser sound good,1
twitteruser hilarious,1
hi charlie thank follow nice know another ollmann new world,1
com125 quiz feliza bug   get annoying,0
twitteruser kat stewart great job great character not watch underbelly victoria,1
get excited thorpe park tomorrow,1
happy bank holiday,1
go run gym get workout really f'kin big pile mulch arrive around 8 9 a.m. excited mulch,1
great time boston thank baby girl  ,1
twitteruser proud seriously think join next year get get training,1
twitteruser nah alter forever   enjoy,1
twitteruser love birdy nest though already get another kind,1
twitteruser yay good back,1
ok happy star wars day everyone say may 4th,1
morning world rain 2day revision not seem tough,1
twitteruser may back later.hope good day   byee xx,1
twitteruser good night,1
twitteruser damn straight know game hear track know rock,1
great honey base recipe amp kid download     join fun honey week,1
twitteruser whew thassa relief,1
twitteruser really good interview read really enjoy   x,1
set new computer 15min love norton ghost,1
twitteruser well not look fab even say,0
good big cousin take little cousin see hannah montana movie next weekend,1
twitteruser try thinking something calm peaceful relax beach,1
happy star wars day   may fourth,1
twitteruser thank dearie -- follow dome,1
twitteruser thank   xo,1
twitteruser presentation go well   yes also meet buch cool people check portfolio nice work detail project,1
not love bank holiday,1
need yummy breakfast shift,1
twitteruser know cat could family   mikesh cute,1
3 day frisbee three night party sprain ligament not imagine well long weekend,1
download movie   notorious   cool movie,1
twitteruser not wait hear evp cuute picture,1
twitteruser cool   good back train,1
twitteruser love music   especially fight awsome song far,1
twitteruser woo   come nottingham point   lovelovelove&lt;3,1
goodnight magic pretty world,1
come back bishopstorford go aunt 's wedding party way fun get see cousin 3 year,1
twitteruser pleasure bojan,1
twitteruser totally agree,1
twitteruser dinner shower time chill block chocolate,1
twitteruser thank twitpic sure make laugh,1
twitteruser may cute little picture book call quot;the little book boring&quot,1
great bout call wonderful love life   god sake w e v,1
twitteruser thank ff wink,1
mahalo   great show twitteruser   aloha thx makin kauai enjoy   safe trip,1
hey suck;its anybody bore common answear,0
twitteruser ahh ikr cuteset thing ever   plus remind twilight good cause loove much,1
twitteruser   see pic remind anna king cuute little fella,1
twitteruser get ya would not bad tho right,0
kind excited go school today not know hopefully good day,1
love life,1
productive day 1,1
twitteruser hear name thank ankit get parlour   hokeypokeybandra,1
twitteruser thankyou   lt;3 iloveyoutwoo,1
love new hr monitor,1
twitteruser get cold get coffee break 2 minute ago enjoy drink,1
finally project   3:12   haha goodnights lt;3,1
twitteruser   congratulation two adorable beautiful ring,1
twitteruser bad homie,0
twitteruser hahah way lazy check phone   oo michell wtache recruit,0
twitteruser goodmorne you!thank much kind sun go paint outside,1
twitteruser diggin moustachio look good daddio,1
twitteruser yep nothing well,0
help twitteruser make twitt account,1
already back shopping nice monday roast,1
finally yay relax well one day haha,1
twitteruser yep hope lame attempt space help hinder lol know tomorrow guess,1
twitteruser give first hug,1
love twilight,1
may 4th today round weekend one session happy 4th fintster,1
twitteruser good morning miamiadc   weekend great monday also great   hope wonderful day,1
colleen really sincerely hope twitteruser get well soon,1
watch hill   arghh lovee itt makin r liam watch haha girl aloud 15 dayss not waitt see cheryl x,1
twitteruser thank,1
twitteruser hey lovely hope good day   thank awsome night teach put together tie.hahaha,1
twitteruser haha nice wheel victoria peddling thankfully boy get free ride,1
twitteruser yay good enjoy break probably need hectic weekend   take care hun xx,1
twitteruser kinda cute honest,1
twitteruser hate love   presentation get cancel get 0600 go work today pitch,0
twitteruser twitteruser app finally face truth lack time never able achieve goal life,0
happy star wars day may fourth,1
twitteruser love pb amp banana sandwich still fav mine,1
go relaxing hot bath   goodnight twit amp not worry andy love twitter hehe,1
twitteruser always amusing,1
twitteruser yep tomorrow night 10:30 see ad squeal love season,1
twitteruser ever mention nice awesome dude,1
wake bank holiday monday college get text tom via jason 's mobile early today hope turn,1
go good week,1
twitteruser cheer aptism link,1
mint choc ice cream whilst studying.now good,1
twitteruser ha ha thankful not drag mountain today,1
twitteruser soo intrigue want try weekend kaya lang baka maaddict ako,1
good episode top gear tonight,1
say til later enjoy day everyone,1
twitteruser thank ennio,1
twitteruser quot;and pack angry eye incase&quot,0
twitteruser oo thank danger radio link   love it.how test go,1
bout go bed pretty good day monday,1
twitteruser lloovvee icarly,1
twitteruser welcome,1
french not teacher   one hour leave til school end,0
twitteruser not chance watch yet.going get hold   thank tip,1
twitteruser appreciate kind word glad word resonate,1
feel happy despite amount work need today happy time,1
eat breakfast   get ready go school,0
buy tv tuner laptop     deserve present,1
r twitteruser 30 cool thing successful entrepreneur   please share,1
namaste hooray monday undaunte 3 a.m. wakeup consider 9 a.m. london feel justified bright side everything,1
twitteruser computer hopeless everything else,0
idiotat)tux11 cool   th*nks follow   techyuppie idiot,1
work cool gang,1
twitteruser know go kind party would stick dick mash potato,0
twitteruser hmm wrong link ignore tweet,0
twitteruser yes beautiful fortunate live thick it.very relax,1
grin like cheshire cat .happy hell make day  ,1
morning bless day,1
twitteruser well alright dollhouse still fricke awesome elisha 's performance last week episode sell finally,1
twitteruser ba dum tish   win,1
twitteruser   lmao yes 27th   get excited lol,1
twitteruser aww happy birthday,1
twitteruser problem think great thing reflect,1
goodmorne people earth,1
twitteruser   hello hope flu,1
twitteruser funny say.am fill speak ;) cheer,1
go picnic dad atleast persaude idea walking amp cycling yum special k.,1
twitteruser aw okay tht happen wid too.am glad tht now!am not helpin i?lol thnx postin wmiad   love,1
twitteruser see tweet minute go lunch   decide skip today thank save money   speedy recovery,1
twitteruser well good luck,1
twitteruser get 71 follow feel special,1
alphonso milkshake morning lassi afternoon fresh nimbupaani evening.summer fun,1
twitteruser nope not comin 2nite gurl,0
good morning,1
twitteruser funny,1
twitteruser oh ok wedding heap nice big fan qld,1
thanks everyone twitter still newbie friend would like invite please help girl,1
not think ever laugh hard,1
twitteruser welcome back chica hope nice break,1
hope day nice sun upon,1
twitteruser   really ur brave lady walkin around lion   book suggestion,1
twitteruser thank mate come board twitter   tweet sound great,1
book ticket london thursday exicted,1
twitteruser   pleasure wary girlie marshmallow lol   may save life .lol ;-),1
twitteruser   mm yummy look like invitation,1
twitteruser aw poor you.ironing eek lol rain too.prob try get kid later.nt exciting afraid,0
help caramel digestive,1
twitteruser congratulation lovely japanese child happy kodomo hi,1
twitteruser definately tomorrow,1
pacquiao fight fun home wif fam melissa sit   today mission ikea srsly 4 different freeway ge burbank,1
twitteruser definitely blast past,1
twitteruser monday end weekend not escape wish good week,1
fun   friend,1
twitteruser poor bank holiday monday today,0
twitteruser love new hairdo haha live ny yeah really hott,1
twitteruser haha yeah mean mall -wink back-,1
twitteruser truly impressive not come close take argument whether web need sub new level though,1
hand relax bit,1
twitteruser come vietnam make live show miley much fan love viet nam,1
twitteruser ugh look like work good luck,1
oh snap kinda nuts right twitteruser   tell least 27   thank babe,1
spend quality time fender tele deluxe.true love,1
twitteruser well tell fashion tip need woman   hehehe,1
twitteruser thank,1
love video da funk daft punk,1
hopefully today work favor,1
twitteruser hahahahaha u look really good ur picture,1
twitteruser yeah peep good day catchup everyone,1
jimmy eat world 's initial jew.new favorite band,1
twitteruser put saucepan full water cooker heat water.indian style   scrabble good,1
monday go extremely well not expect,1
twitteruser haha philippines   want follow,1
twitteruser iowa like sometimes get frustrating,0
twitteruser never well thank  ,1
twitteruser yeah great think hear year come,1
beautiful morning time get enjoy sun,1
twitteruser oh snap kinda nuts right twitteruser   tell least 27   thank babe,1
twitteruser thank info,1
twitteruser oh say good bye hug   dad leave around 4 morning wake empty house pretty scared,0
twitteruser twitteruser agree twitteruser come canberra raddest,1
watch x man origin wolverine totally love haha,1
twitteruser oh god yeah cake look delish hope share haha,1
twitteruser know feeling good morning mate,1
twitteruser thank greedy look full fledged widget la twitter like share within nv 2 much expect,1
typical overcast bank holiday monday glad go beach saturday,1
twitteruser thanks alot hope help spread word get people involve already make real difference,1
twitteruser internet 1 draw 0 .damn back blackberry file could take hour   draw prep,0
happy star war day lol   may force strong,1
oh god oh god oh god new supernatural start tonight   new sam dean oh god not breathe   lt;3 lt;3,1
twitteruser well like call success,1
twitteruser think thumbs button cry river,0
finish watch masterchef surprisingly perhaps good,1
twitteruser thank,1
fight club 10th anniversary enact nice tattoo  ,1
twitteruser great local stop ask direction even well know answer,1
twitteruser thank love video not need download not offer everything want   try,1
twitteruser oh lovely one thing mum 's great sound yummy   makin hungry lol :-p,1
twitteruser haha may good luck take well   hope get 1 put name,1
twitteruser hope know due tuesday,1
dh finish make giant trio candy bar thank heavens work mate treat tomorrow,1
twitteruser real geek talk haha.i feel,1
twitteruser cool look forward frequent tweet,1
twitteruser oo enjoy   thank look,1
think big quot;the size thinking determine size results&quot bob proctor 's great advice  ,1
twitteruser   look great   love way bottom,1
oh like amazing weekend sunshine amp partï¿½ï¿½ white wine back rehearsal regime nice,1
pretty fun way write resignation  ,1
another week begin one get well last,1
twitteruser nice wedding ring shiny,1
miss daddy mommy,0
hi everybody lunch break work enjoy nice cup coffee,1
twitteruser ohh right turn curve right angle like well curvey   thank let know though,1
twitteruser wow car 's awesome fun alex,1
morrning time school (: time learn,1
listen am- teddy picker   see grab not seem,0
twitteruser thank glad agree wth follow not policy,1
happy star wars day   go make pasta get shower dress watch film like day 3 day,1
twitteruser yeeah.i much well think,1
another great song sing along  ,1
twitteruser hey tom plan make concert denmark year   please reply xx,1
wikileaks geht wieder   super wikileaks online,1
twitteruser   good morning,1
wack friend raid kitchen rene love bind badluck debbie psycho korean friend   lt;3,1
great album.lucky vinyl  ,1
msn ing school   not bank holiday x,1
oh oh go shop good friend today yaay go much fun   need get alot new clothe,1
twitteruser   right aah love demi lovato,1
  yes ubook lenovo t400 finally arrive,1
apparently starwars day today   like shame revision though,0
twitteruser good see hear well andy,1
bank holiday brunch   fixin 's   absolutely fantastic,1
twitteruser mo nudge well watch,0
nugget bit jack tell not poke poor hamster,0
twitteruser glad get safe amp see daughter   enjoy time,1
jazz band freakin kick arse good job team,1
think tania cute nice   love lt;3,1
rcb trashes mumbai indians   feel bad mumbai indians not know hit,0
fall austin taura hanafiah even morree shoott   guy not look yumm hahaha,1
may 4th hahahaha neverr get old,1
back wonderful vacation perfect weather back rainy burgh reality,1
twitteruser back long island today spend weekend manchester vt hope great week ahead,1
twitteruser try minna   edit quickly sorry,0
twitteruser cheer buttercup rain go away heart always mend actually bet,1
twitteruser congratulation two well suited   lovely day x,1
happy star wars day everyone,1
really excited not wait,1
go relax chill tonight back work tomorrow week least fun time girlfriend,1
twitteruser thank agree,1
twitteruser thank look,1
twitteruser yay not eurovision fan twitter   eurovision2009,1
oo love bank holiday   x,1
happy star wars day,1
twitteruser manage find place combine fun pleasure saving take planning though,1
twitteruser hahahaha train want wild ride,1
twitteruser yay smokefree well,1
twitteruser thanx tom   love u great day,1
order pizza pizza girl   sing   love new song excited new song jb paranoid 4 day,1
buy pink ipod nano 2 day ago   deliver week yay   amp hopefully get ear pierce week xd,1
twitteruser think x3 confusing ;-) not believe many peep know heart,0
omg mean twitteruser lt;3 perfect wolverine sir   hehe,1
twitteruser oh god bless,1
twitteruser aww sweet,1
waitin 4 skool bus soo tired nd still soo much 2 do.want 2 b lazy nd sleep since cnt ill sing fav song,0
thank feedback everyone,1
ride jeep home mentor hear story fineart pretty cool,1
skip school way often   rather proud actually,1
twitteruser not get virgin yet not sure tbh thank anyway,1
.happy star wars day may 4th   brilliant,1
twitteruser miss dear,0
wonderful piece cake lunch else could want,1
excited visit twin good friend dinner star gazing movie   // cool,1
twitteruser goodnight lolsz,1
twitteruser clear catholic wholeheartedly agree   quot;same here&quot ambiguous tcot hhrs,1
hate bus.any donation toward car fund,0
twitteruser not wait see tonite hilarious,1
twitteruser wow join photography scene pretty recently large format make even interesting,1
twitteruser woo great subject month use sparkler,1
twitteruser like   not see clip though pretty cool,1
twitteruser lol think pretty funny,1
twitteruser half solution not address intrusion link sharing process thank,1
twitteruser thx ur msg awesome   luv new single xoxo,1
think go start write proper blog anyone recommend good blog host thingys,1
twitteruser   hi thx follow   teach chinese lesson youtube pls feel free look ww.youtube.com/chineselearn,1
twitteruser oohh understand never get sick mom side   guess dad like likes.lol,1
twitteruser jealous,0
twitteruser next time go online show club owner ean golden video hahaha   fan mention twitteruser,1
good morning world   haha fun movie last night school hmm new shoe make well  ,1
twitteruser ooh lol not know fun princess,1
twitteruser itsurely dear post presentation swine flu yest get 500 download day!i feel great,1
twitteruser sorry feel bad hope get well soon know plague not getcha,0
zeb nap 6 hour already today asleep must grow fast,1
lmao listen great bob marley   wow awesome,1
twitteruser ohh not log pity great,0
mom like milow 's version ayo technology good thing not clue,1
twitteruser hmm   interesting choice,1
twitteruser never ever smoke around,0
twitteruser go bubble bath   always relax,1
twitteruser hahahah thank   feel love,1
twitteruser   hi thx follow   teach chinese lesson youtube pls feel free look ww.youtube.com/chineselearn,1
twitteruser   love game   xx,1
twitteruser thank support,1
not worry noone get one next question start 1 minute get thinking cap,1
twitteruser hope moment inspire political journey back home good,1
twitteruser bom dia frioo que delï¿½cia good luck first day ju,1
twitteruser happy birthday let know get old boy,1
twitteruser   hi thx follow   teach chinese lesson youtube pls feel free look ww.youtube.com/chineselearn,1
wow early good conversation,1
twitteruser thank soo much lil sis go bird park,1
lovely walk morning missus drizzle not matter,1
twitteruser aww way make feel special,1
twitteruser book signing manchester nice people enjoy week,1
twitteruser thank approve application twa forum honey keep good work,1
auntie diane win quote day quot;and incredible hulk&quot,1
twitteruser miss   get together everything settle week   congrat house,1
twitteruser   ahahahahahahahaha please eat head   xx,1
unhook pt 's home sleep sleep good,1
like spirit night ooh night quï¿½ grande ere mr springsteen,1
twitteruser hahaha tv not really thing anyway.i music girl,1
twitteruser yum yum   love quesadillas.and wallpaper matter,1
goodmorne everyone,1
twitteruser blip not misconstrue qs last night 's convo song really love amp rock morning,1
twitteruser may child never one .and already apologise,0
get awesome hair cut todayy   look hott haha homework,1
twitteruser tracky daks one good thing weather get cold porridge,1
twitteruser oh eat pizza last night   stupidly feel close somehow,1
twitteruser good know pln 's earthday not happen neck wood,1
twitteruser twitteruser sound like challenge   see would useful able explicitly   schedule thread,1
twitteruser awe thx much neither need 2b sick friday   u prayer request,1
twitteruser must agree like blackberry,1
twitteruser thx hope good week,1
sit play quick hand poker win 5k first hand flush today,1
watch miss piece coz theme song lose without,0
twitteruser baking win thank,1
twitteruser aww man suck big time   look way give something look forward nice long ride,1
twitteruser yep quarter til 4   go try sleep headache subsiding take easy teddy,0
twitteruser twitteruser one tell mutual admiration society meet morning lol   hi boy,0
twitteruser twitteruser think right lol please follow much appreciate,1
twitteruser lovely,1
finish wander girl nth time-- hilda gallares truly kindred soul,1
get ready school absolute wonderful day,1
update late version adium great app,1
birthday girl   bless live another year amp celebrate love one,1
happy star wars day,1
happy star wars day may 4th,1
good morning,1
twitteruser give way kunal khemu etc starrer turn out.there high probability shit rather niche,0
twitteruser good sentence,1
good morning   take long shower ever take life like 45 50 min shower woah lol,1
twitteruser hope  ,1
twitteruser fine look set neighbour must say lot compliment shower upon header graphic,1
saafe mee(8 fuck epic time last night   old friend new friendship good way kick month,1
wolverine boss seriously will.i.am fuck,0
twitteruser say anyone could quot;write one&quot;.those special 10 select course choose outstanding,1
love idea give year theme year new beginning,1
love day   school --&gt studyin quietly,1
twitteruser like optimism,1
interesting wknd sleeping saturday amp productive sunday,1
twitteruser basket case   miss go listen shit load,0
twitteruser hope u amazing day today monkey u deserve   cheating dew amp look picture lol happy bday lt;3,1
twitteruser yup slowly recover suck not eat stuff crave right gum not take trip,0
song slap face  ,0
work   happy job radio not anything physically exhausting,1
finally mike0hh 's birthday lt;3 not wait fucking ruin,0
twitteruser incredily love read tweet entertaining keep,1
coach say come along way fast alot people   oh yeah man ohh sore,0
twitteruser welcome,1
twitteruser lol joyologist love much well happy freak not stop smile   enjoy monday,1
f.y.i lot people follow unfollowe lot   yer kinda bore not really helpful e growth,0
twitteruser nice one,1
bed go dream world wal mart liquor store get blow,0
twitteruser hello soo awesome not ever stop haha make fall chair laugh   x,1
twitteruser oh good luck movie,1
twitteruser lucky   face south hear see reflect phillip point,1
unpack new toy arrive studio right   call tc finalizer not wait check sound,1
twitteruser okaii cool   not wait series begin guna awesome   x,1
twitteruser thank much belate followfriday shout payingitforward,1
twitteruser like positivity   may not change carrer crazyb dog lady not math test x,1
good morning tweetie world   great day everyone,1
twitteruser wow really pretty talented lady impress,1
love nose kiss,1
twitteruser thx ur msg awesome   luv new single xoxo,1
twitteruser agree,1
twitteruser know could not remember,0
"eat toast   ~peanut butter,,yum",1
twitteruser good one   may think year 's nanowrimo competition,1
star warz day really.that hot topic man.oh man wait star trek,0
feeling today go amazing,1
twitteruser job like available sound like great experience direct message know,1
twitteruser would amazing could meet germany germany twice,1
twitteruser oh kind,1
twitteruser aww rusk good tummy ache though :p try fennel camomile tea   work obviously try,1
twitteruser problem,1
twitteruser ur,1
900 cheque cash tomorrow not get bank idea feel safe get 500d though   woo,1
twitteruser great stuff not wait hear,1
twitteruser twitteruser many thanx guy,1
twitteruser haha thanks inane grin grade student really fascinating semester,1
thx robban  ,1
love job,1
twitteruser thank man really appreciate kind word,1
twitteruser learn learn learn together,1
happy star wars day everyone   everyone rainy bank holiday   head soon coffee mum shop,1
good morning twitter community get finish eat delicious stack pancake courtesy mom bisquick,1
twitteruser thank like please leave comment subscribe   chicago another great musical   thank support,1
go buy wacom today good time,1
score two day get food stamp good cause want safeway pizza,1
twitteruser 'd prefer quot;observationally insightful&quot call see   ice cream fancy tonight,1
watch australia last night get say bloody fantastic film add bonus hugh jackman   definitely got see movie,1
twitteruser yeahh   idk like owen anymore though kinda lose respect episode record,0
twitteruser great stuff website today,1
supernatural 9:30pm ten count,0
good morning want breakfast,1
twitteruser yum thank   get dress wait washing finish hang   text set,1
twitteruser masson give link quite handy,1
twitteruser sweet everyday hero friend,1
twitteruser congratulation hope amazing day,1
twitteruser well thank,1
twitteruser heh aye investigate properly first ask   seem like not obvious thing though,0
twitteruser hmm admit good episode man bag rather fetch,1
twitteruser need know cautious   cautious good,1
open facebook account little confused not really get twitter seem much well,1
twitteruser   yeah big chill good food good music great weather   cool day bro,1
happy star wars day,1
twitteruser love music good recommendation someone know stuff,1
happy birthday whore,1
school time not much week   20 day school time nyc   not wait last day school,1
twitteruser think leave conference feedback sheet bag oops say excellent everything   find,1
yay sing loud fall boy time low cobra starship friday   win,1
twitteruser glad,1
twitteruser welcome,1
twitteruser thank,1
cook microwave pizza yummy,1
school blow look nice today thoughh,1
twitteruser love alex pardee colour pictur differnt,1
twitteruser hey babee love yoouu gt;&lt rp time,1
twitteruser would welcome,1
twitteruser awesome take look home,1
twitteruser haha not know work blip apart obvious thank reblippe song   nice day xx,1
twitteruser awesome lemme see,1
twitteruser nothing like alone time handheld device,1
twitteruser think 'd look cute beanie hat,1
twitteruser haha problem fun not,1
mm holiday commercial really nice,1
life would suck without kelly clarkson,0
twitteruser thank   blast,1
twitteruser heir draft,0
way way way early am.thanks twitteruser,1
goodmorne world,1
twitteruser good morning,1
like rio ferdinand wear england jersey,1
twitteruser congratuation sweetie,1
aww jon ryan bob greta one picture adorable   brighten morning ty jon walker,1
soon new job start   happy,1
twitteruser   read somewhere restore name hope happen soon,1
wrong twitteruser thanx   awesome,1
thank follow doug like hat,1
twitteruser   thank darle girl   xx,1
feel funny hmmp well amazing fucking day not   love know sammy rovin get text tweet lt;33,1
twitteruser yay love host money breakfast jenna lee   4hrs amazing pretty sexy jenna lee yay,1
waitin dr dee lunch beautiful lady   gym yeah need loose 10  ,1
good morning twitterland happy monday,1
twitteruser discover band tv guy really good love music,1
twitteruser good morning   since 4 a.m. quiet  ,1
twitteruser ooh good   start hard one go day lock door leave food toilet x,1
great weekend stuttgart befah conference wonderful people nice discussion lot fun together strong,1
twitteruser congratulation wootwoo   twitteruser great game   nakaka hyper kayo,1
still grench paper still get distract,0
another hd lecturer gob smack good presentation,1
twitteruser love cheesey one cool orignal one   skip brother get try u c haha,1
know test exam subject except english damn davis,0
love able run tongue along tooth,1
get baby g wach zi 1 lady gaga wear eh eh film clip pink love kay thank heap   win olivia,1
another nice day work goderich today walk amp enjoy weather,1
get alot runnin around today get job app complete file glad get job,1
rearry rip never guess eat,0
ah clean house.finally nice,1
early monday great   rainy monday not great :|,0
around little early want phone rang 5:30   exercise good way start day right,1
good afternoon,1
nvm lexi 's playlist work magic,1
twitteruser could bad   u usually nite owl,0
good morning twitterville work go.chat u later,1
twitteruser think boss switzerland week go return   ira go awesome,1
involve requirement architecture nice look forward write code,1
twitteruser good cup cake,1
brad fasting favorite person hang 12 5,1
twitteruser vidoe evidence   not wait though need 2 find regular partner end love,1
twitteruser wow congrat rosemary,1
twitteruser   well spider type australian wildlife one would imagine,1
twitteruser sweet lovely thing say make smile thank,1
absolutely love mike watts sexy hero,1
twitteruser good stuff   great thank x,1
twitteruser tongue cheek mentalities.there another one take pis arabs long,0
ccï¿½s video long go premier today yahoo not miss   awesome video version,1
ahh save mow lawn rain   plenty time go kayaking bless rain god,1
home beach foot burn proud sunscreen,1
time hittin hay   later tweep ala billy cunningham great americans,1
congratulation manny quot;pacman&quot pacquiao make every filipino proud filipino,1
twitteruser hi jakki thank hug right back ya,1
lunch twitteruser meeting prof not go badly,1
twitteruser treat hair badly revenge turn grey prematurely,0
twitteruser haha def song epic fun   listen new fnb,1
studio ghibli year ponyo   always seem perfect   wait till august,1
twitteruser beautiful,1
soon go look cabaret go fun,1
muse grip firmly throat really enjoy writing,1
photo session mother daughter bonding session happy,1
twitteruser haha say great teacher learn good hannah montana,1
twitteruser lol bugg school awsome,1
  find morning get 800 subscriber thx   check lillysan award xx li,1
may 4th   happy star war day,1
twitteruser love day school one friday,1
glad see typical bank holiday weather wise go much today yeah right,1
goody bag car boot include cute cross stitch bird craft room man sell sweetie,1
twitteruser haha ok really not like get business ok,0
white house join social networking sites gt   well late never,1
head school go good day knoww,1
screw review think wolverine awesome not enough dominic monaghan liking,1
vwll2009 would one vwller want add event ning   would much appreciate,1
download movie   quot;still waiting.&quot   cool movie,1
twitteruser good one,1
twitteruser fun bbq good matter,1
implement will_paginate   website love rail,1
go lunch soon   fave cuzs,1
twitteruser hope expo would amazing try hard make perfection,1
good morning twitter ers   rise shine way school,1
oh mondays also mean new american dad   glad watch show funny make monday even well,1
monday.funday   wake people.and keep awake please   today go long one.i already feel eww,0
especially hard get bed morn cuz hot   run late stick front mirror check,0
twitteruser amp lucas till amp david henrie lover boy cute   twitteruser lucas amp ill henrie   deal,1
twitteruser naw.i'll keep turn odd nugget wisdom,0
go see priscilla ahn last night amazin band actually,1
go disgrace life not make next year perfectionist suck good luckk,0
4th may officially announce bad luck day,0
twitteruser sound like great time,1
twitteruser 100 make sure word poo ball   underbelly suck ball give wk 3,0
yes quite unsure aswell   haha,0
currently work collab alynn carter call lose inside excited,1
back interesting email,1
iï¿½m boring bad weather today watchingn alias fun   boyfriend,0
funny say 'd never make look far come   back heahh   um yeah school :/,1
fun facebook,1
cool music collection use non intrusive background music music keygens  ,1
3oh!3 radio   amazing yesterday,1
maccabee new album winner everybody take listen fact,1
go buckle week relief twitter follower inanity enjoy silence,1
twitteruser hello enjoy london watch hackney mental,0
happy vstudio shortcut backk,1
class longg day,0
oh yeah radio1 play earth wind fire,1
twitteruser hear grapevine may see around today look forward meet,1
online shopping.fantastic,1
twitteruser well good,1
think bicycle freak custodian would not let building not let key,0
twitteruser hahahahahahahahahah tickle much,1
instal ubuntu 9.04 office lap yaay   quot;install windows&quot feature rock awesome ubuntu excite,1
fucken tire fuck   sunny good day deff,0
twitteruser okay well not feel bad lmao,1
twitteruser u r welcome pal   u truly deserve 2 follow,1
twitteruser ha yea not allow day rest way many interesting idea incorporate tweetdeck,1
baq sleep go   headach start not 1 da,0
wish literally could fuck every nigga world.ima nymph,0
try record audio source maybe need specific program twitteruser good thank   hehe,1
twitteruser yeah age aquarius pretty scary song,0
twitteruser awesome,1
twitteruser yeah sound sensible think heston bleumenthal moment genius somehow,1
may 4th happy star war day,1
true rim   get good o_o,1
twitteruser always brighten quot;the week&quot,1
twitteruser tonight cool,1
twitteruser look forward one soon,1
twitteruser fantastic time paradise drink margeritas,1
yes   make .obama,1
good morning tweepsland makin great monday huge shout follower muah muah appreciate,1
twitteruser sound good quot;this patch bring .&quot,1
get xbox back   really sore knee not walk,0
